534038;Cobo;Caro;Trujillo;23;6;Masculino
44178;Arias;Lucia;Cartago;21;3;Masculino
587475;Garcia;Pablo;Buga;24;5;Femenino
461208;Rios;Caro;Palmira;18;9;Femenino
932012;Garcia;Ana;Palmira;18;1;Masculino
549082;Arias;Camilo;Buga;26;3;Masculino
865295;Arias;Luis;Zarzal;21;8;Masculino
388348;Mena;Lucia;Darien;25;2;Femenino
264649;Rios;Caro;Tulua;20;7;Femenino
121153;Mena;Camilo;Cartago;27;6;Masculino
691814;Garcia;Luis;Buga;21;2;Femenino
417880;Castro;Lorena;Zarzal;27;1;Masculino
709966;Perez;Caro;Tulua;21;7;Masculino
791203;Hernandez;Juan;Tulua;24;6;Femenino
377794;Serna;Camilo;Zarzal;22;9;Masculino
332944;Hernandez;Ana;Palmira;20;4;Masculino
880979;Rios;Caro;Zarzal;20;5;Femenino
747897;Castro;Pablo;Trujillo;25;5;Masculino
404587;Cobo;Pablo;Darien;21;4;Femenino
3552;Arias;Camilo;Cartago;19;5;Masculino
735246;Serna;Lorena;Darien;23;2;Femenino
951812;Garcia;Caro;Darien;18;9;Masculino
69969;Mena;Juan;Cartago;21;8;Masculino
245202;Hernandez;Luis;Trujillo;19;9;Masculino
975024;Serna;Lucia;Tulua;26;8;Femenino
243255;Perez;Juan;Cartago;25;1;Femenino
25015;Garcia;Pablo;Tulua;26;10;Masculino
252945;Perez;Lucia;Palmira;23;3;Masculino
16446;Garcia;Sandra;Buga;19;5;Masculino
878948;Martinez;Pablo;Zarzal;25;10;Femenino
714463;Mena;Sandra;Darien;24;3;Masculino
874597;Cobo;Sandra;Palmira;18;8;Masculino
294581;Perez;Juan;Buga;25;8;Masculino
222690;Arias;Pablo;Darien;26;8;Masculino
187171;Martinez;Pepe;Trujillo;22;3;Masculino
167472;Rios;Lucia;Palmira;21;7;Masculino
141005;Arias;Pablo;Zarzal;25;10;Femenino
136427;Martinez;Sandra;Zarzal;19;8;Masculino
478602;Rios;Ana;Darien;19;7;Masculino
394913;Serna;Camilo;Tulua;22;3;Masculino
721432;Martinez;Pablo;Darien;24;5;Masculino
470677;Cobo;Luis;Buga;21;7;Femenino
783858;Serna;Lucia;Cartago;20;2;Masculino
862060;Rios;Sandra;Zarzal;24;6;Femenino
553233;Hernandez;Juan;Palmira;21;6;Femenino
937059;Perez;Ana;Cali;18;6;Femenino
937666;Cobo;Pablo;Darien;21;6;Masculino
764723;Perez;Camilo;Trujillo;20;7;Femenino
936120;Martinez;Juan;Palmira;27;8;Masculino
560714;Rios;Sandra;Palmira;24;9;Femenino
296803;Hernandez;Pablo;Tulua;24;7;Femenino
530878;Mena;Pablo;Cartago;21;3;Femenino
223993;Serna;Ana;Cartago;26;3;Masculino
856681;Hernandez;Luis;Cartago;24;10;Femenino
980793;Castro;Lucia;Cartago;26;2;Femenino
971221;Arias;Lucia;Tulua;21;6;Masculino
241960;Perez;Pepe;Tulua;22;7;Masculino
851857;Martinez;Lorena;Buga;22;4;Masculino
568322;Castro;Pablo;Zarzal;23;3;Femenino
923383;Mena;Juan;Tulua;22;10;Femenino
309710;Rios;Ana;Tulua;24;5;Masculino
82924;Perez;Camilo;Darien;24;1;Femenino
769681;Castro;Camilo;Zarzal;22;2;Femenino
973827;Mena;Lorena;Cali;19;8;Femenino
270955;Garcia;Juan;Cartago;20;7;Femenino
740694;Arias;Lorena;Palmira;20;7;Masculino
299599;Mena;Juan;Trujillo;19;1;Femenino
272086;Arias;Pepe;Buga;26;3;Masculino
648346;Mena;Caro;Cartago;18;4;Masculino
202610;Castro;Pepe;Buga;27;10;Masculino
160249;Serna;Pepe;Cali;26;4;Femenino
413968;Arias;Lucia;Palmira;18;2;Masculino
544252;Cobo;Ana;Tulua;24;5;Masculino
297648;Serna;Camilo;Trujillo;18;9;Femenino
810752;Mena;Juan;Palmira;23;2;Masculino
863445;Garcia;Pablo;Cali;20;2;Femenino
190020;Arias;Lorena;Zarzal;25;2;Masculino
781700;Garcia;Pablo;Palmira;18;6;Femenino
247393;Martinez;Lucia;Cartago;18;10;Masculino
407436;Martinez;Ana;Buga;20;6;Femenino
109823;Cobo;Ana;Palmira;21;2;Femenino
666530;Martinez;Lucia;Trujillo;20;6;Femenino
847836;Mena;Caro;Buga;25;1;Masculino
693291;Garcia;Juan;Buga;23;3;Femenino
709899;Cobo;Pepe;Cali;26;7;Femenino
241677;Perez;Juan;Buga;18;1;Femenino
943015;Serna;Pepe;Tulua;18;6;Masculino
985736;Castro;Camilo;Cartago;26;4;Femenino
729998;Hernandez;Pepe;Tulua;24;1;Masculino
856247;Perez;Pepe;Zarzal;20;3;Masculino
471931;Hernandez;Caro;Tulua;26;10;Masculino
898196;Serna;Pablo;Palmira;25;8;Masculino
401045;Hernandez;Juan;Tulua;26;8;Femenino
786294;Serna;Lorena;Buga;24;4;Femenino
747474;Perez;Pepe;Trujillo;21;1;Masculino
2819;Castro;Pablo;Tulua;26;4;Masculino
341531;Perez;Caro;Cali;23;10;Femenino
803555;Castro;Pepe;Tulua;18;3;Masculino
315485;Mena;Caro;Buga;19;9;Masculino
904187;Serna;Pepe;Cartago;27;9;Masculino
194858;Arias;Pablo;Trujillo;25;8;Femenino
382573;Garcia;Luis;Cartago;27;6;Masculino
124601;Perez;Juan;Darien;19;1;Masculino
573630;Cobo;Pablo;Palmira;23;2;Masculino
760836;Rios;Lucia;Palmira;27;6;Masculino
835789;Serna;Pepe;Trujillo;18;8;Femenino
741060;Mena;Pepe;Zarzal;22;8;Femenino
484208;Hernandez;Camilo;Zarzal;23;5;Femenino
906775;Martinez;Camilo;Darien;18;9;Masculino
49981;Hernandez;Pepe;Trujillo;19;1;Masculino
140466;Martinez;Lucia;Darien;24;4;Femenino
360844;Garcia;Luis;Trujillo;24;8;Masculino
857062;Castro;Lorena;Buga;19;5;Femenino
912452;Rios;Caro;Buga;22;6;Masculino
687640;Perez;Pablo;Buga;20;3;Femenino
165750;Martinez;Sandra;Buga;19;8;Masculino
554881;Perez;Caro;Buga;23;10;Masculino
961669;Castro;Pablo;Palmira;21;5;Femenino
276016;Mena;Pablo;Darien;22;7;Femenino
276226;Rios;Caro;Cali;23;10;Masculino
665658;Hernandez;Lorena;Palmira;22;7;Masculino
274589;Rios;Camilo;Cartago;26;6;Masculino
239652;Perez;Lorena;Trujillo;21;3;Femenino
680034;Arias;Sandra;Cartago;26;2;Masculino
449093;Cobo;Juan;Zarzal;18;8;Masculino
111697;Arias;Ana;Trujillo;22;6;Masculino
573772;Castro;Pepe;Cartago;20;3;Femenino
413006;Cobo;Camilo;Cali;27;7;Femenino
165082;Castro;Lucia;Tulua;22;7;Femenino
380831;Martinez;Lorena;Trujillo;27;10;Masculino
203866;Serna;Ana;Palmira;26;6;Femenino
394176;Rios;Lucia;Darien;24;6;Masculino
898563;Garcia;Lorena;Darien;25;8;Femenino
552136;Hernandez;Caro;Zarzal;22;6;Femenino
528716;Martinez;Luis;Cali;25;10;Femenino
275672;Mena;Lorena;Cali;23;2;Masculino
689320;Castro;Camilo;Palmira;21;5;Femenino
259044;Mena;Ana;Zarzal;19;8;Masculino
229321;Arias;Pepe;Trujillo;25;10;Femenino
917722;Perez;Juan;Tulua;26;2;Femenino
634967;Garcia;Caro;Palmira;27;7;Masculino
453974;Garcia;Camilo;Cartago;27;1;Masculino
383548;Serna;Caro;Darien;24;7;Masculino
623605;Castro;Ana;Buga;24;5;Masculino
198855;Rios;Juan;Darien;23;8;Femenino
652456;Mena;Juan;Zarzal;22;3;Masculino
255440;Perez;Luis;Zarzal;27;3;Femenino
324971;Arias;Pablo;Darien;27;2;Masculino
299328;Garcia;Sandra;Trujillo;21;8;Masculino
495706;Hernandez;Ana;Darien;25;4;Masculino
738448;Castro;Camilo;Trujillo;25;9;Femenino
494941;Serna;Lorena;Trujillo;22;8;Masculino
882762;Serna;Lorena;Buga;20;10;Femenino
589194;Martinez;Juan;Trujillo;27;10;Femenino
323484;Castro;Sandra;Cartago;18;4;Femenino
684486;Serna;Pepe;Darien;22;5;Masculino
590038;Cobo;Lorena;Darien;26;2;Masculino
333540;Martinez;Lucia;Darien;25;6;Femenino
635510;Castro;Juan;Cartago;18;8;Masculino
227080;Serna;Luis;Buga;27;7;Masculino
814567;Cobo;Pablo;Cartago;23;7;Masculino
254129;Garcia;Ana;Zarzal;19;2;Femenino
36507;Castro;Lorena;Palmira;24;8;Masculino
837202;Perez;Juan;Trujillo;18;2;Femenino
919725;Hernandez;Ana;Tulua;18;8;Masculino
157102;Garcia;Lorena;Cartago;18;8;Masculino
528007;Martinez;Luis;Cali;27;2;Masculino
540248;Mena;Pablo;Buga;25;8;Masculino
634535;Garcia;Pablo;Zarzal;26;4;Femenino
291930;Perez;Juan;Cali;20;10;Femenino
202967;Garcia;Pablo;Buga;24;4;Masculino
614535;Castro;Caro;Cartago;27;5;Masculino
678629;Hernandez;Caro;Cartago;25;7;Femenino
584570;Perez;Lorena;Buga;21;7;Femenino
794636;Mena;Lorena;Cartago;22;1;Femenino
504;Perez;Pablo;Trujillo;27;5;Femenino
481050;Hernandez;Ana;Darien;21;4;Femenino
920238;Cobo;Pepe;Darien;27;6;Femenino
449142;Serna;Luis;Trujillo;19;5;Masculino
937902;Hernandez;Sandra;Tulua;18;10;Femenino
452137;Cobo;Lucia;Palmira;27;2;Femenino
401118;Cobo;Pepe;Cali;21;3;Femenino
708899;Mena;Lorena;Trujillo;25;1;Masculino
428621;Garcia;Caro;Palmira;27;3;Femenino
643727;Rios;Sandra;Tulua;26;2;Femenino
481870;Perez;Juan;Cali;20;4;Masculino
835521;Castro;Sandra;Palmira;23;4;Masculino
491054;Rios;Luis;Zarzal;21;1;Femenino
790146;Hernandez;Camilo;Buga;23;2;Femenino
894598;Martinez;Camilo;Zarzal;24;4;Masculino
23787;Serna;Ana;Zarzal;23;6;Masculino
71226;Serna;Luis;Trujillo;26;10;Masculino
660922;Cobo;Juan;Darien;20;8;Femenino
314950;Garcia;Juan;Palmira;22;2;Femenino
762312;Serna;Juan;Darien;25;9;Femenino
906632;Perez;Lorena;Trujillo;23;6;Femenino
375887;Hernandez;Ana;Zarzal;25;5;Masculino
792354;Mena;Lucia;Buga;18;8;Femenino
581907;Perez;Camilo;Tulua;25;3;Masculino
600621;Rios;Camilo;Cali;24;5;Masculino
834303;Hernandez;Luis;Cartago;26;7;Masculino
69884;Hernandez;Lorena;Cartago;25;10;Masculino
699237;Serna;Luis;Cartago;19;2;Femenino
658346;Mena;Lorena;Palmira;21;6;Masculino
691895;Arias;Juan;Buga;19;7;Femenino
53080;Martinez;Juan;Buga;27;6;Masculino
611224;Rios;Lorena;Cali;23;10;Masculino
259679;Martinez;Caro;Buga;27;2;Femenino
383121;Hernandez;Lorena;Tulua;25;1;Femenino
852070;Castro;Caro;Palmira;19;5;Masculino
524752;Arias;Ana;Zarzal;24;9;Femenino
100198;Castro;Pepe;Trujillo;25;1;Masculino
530757;Cobo;Luis;Palmira;25;2;Femenino
17617;Hernandez;Luis;Palmira;26;5;Femenino
616564;Serna;Juan;Cali;25;10;Masculino
718231;Serna;Pablo;Tulua;18;10;Femenino
710850;Rios;Pablo;Tulua;24;7;Masculino
819274;Arias;Pablo;Cartago;18;4;Masculino
509873;Martinez;Sandra;Trujillo;26;1;Femenino
344129;Rios;Sandra;Cartago;24;5;Femenino
948303;Mena;Pepe;Zarzal;20;9;Masculino
672618;Castro;Lorena;Buga;19;3;Masculino
27036;Hernandez;Juan;Cali;19;7;Femenino
457341;Serna;Ana;Palmira;20;7;Masculino
506853;Castro;Pablo;Darien;21;10;Femenino
112548;Castro;Luis;Buga;21;10;Masculino
231740;Rios;Sandra;Zarzal;19;4;Masculino
917529;Arias;Pepe;Trujillo;25;8;Masculino
506910;Mena;Juan;Tulua;22;10;Femenino
30961;Martinez;Ana;Zarzal;23;4;Femenino
9534;Serna;Ana;Palmira;22;9;Femenino
747888;Cobo;Ana;Buga;18;4;Femenino
655721;Hernandez;Pablo;Palmira;27;7;Femenino
249619;Martinez;Ana;Cali;21;8;Masculino
952089;Rios;Pepe;Trujillo;24;6;Masculino
391985;Mena;Lucia;Darien;26;6;Masculino
906541;Garcia;Camilo;Darien;19;2;Femenino
882836;Castro;Lucia;Cali;26;2;Femenino
108471;Perez;Sandra;Trujillo;19;7;Masculino
539847;Arias;Camilo;Zarzal;19;10;Masculino
176949;Mena;Luis;Tulua;22;3;Masculino
359648;Rios;Ana;Trujillo;24;7;Femenino
245785;Mena;Pablo;Palmira;20;9;Femenino
424701;Hernandez;Pepe;Darien;27;6;Femenino
351220;Castro;Pepe;Darien;25;10;Femenino
421402;Serna;Caro;Tulua;25;7;Femenino
621899;Castro;Pepe;Cartago;25;1;Masculino
828682;Rios;Caro;Buga;24;5;Masculino
667599;Perez;Camilo;Palmira;19;8;Femenino
888263;Arias;Ana;Cali;22;1;Femenino
914577;Martinez;Lorena;Tulua;27;2;Femenino
903971;Castro;Ana;Tulua;20;6;Femenino
248558;Hernandez;Pepe;Cartago;21;6;Masculino
496919;Perez;Ana;Darien;26;10;Masculino
874180;Martinez;Lucia;Trujillo;20;2;Masculino
315265;Castro;Lucia;Cali;25;2;Masculino
970618;Castro;Camilo;Trujillo;23;8;Femenino
651774;Hernandez;Caro;Trujillo;19;5;Femenino
471217;Hernandez;Sandra;Cartago;19;10;Femenino
140131;Arias;Pablo;Trujillo;25;7;Femenino
90011;Garcia;Camilo;Tulua;24;6;Masculino
503275;Garcia;Sandra;Darien;25;1;Femenino
795352;Serna;Luis;Cali;27;1;Masculino
425706;Perez;Lucia;Darien;18;9;Masculino
41451;Mena;Lorena;Palmira;27;8;Femenino
369475;Mena;Lucia;Zarzal;23;9;Femenino
729115;Cobo;Ana;Cali;27;4;Femenino
293384;Perez;Caro;Palmira;18;7;Femenino
609520;Serna;Lucia;Buga;21;3;Femenino
150795;Rios;Juan;Cali;19;5;Femenino
467360;Rios;Juan;Cartago;20;9;Masculino
7527;Castro;Juan;Trujillo;23;8;Masculino
235618;Arias;Lorena;Cartago;27;7;Femenino
52945;Castro;Pablo;Trujillo;20;7;Masculino
282682;Cobo;Sandra;Buga;24;5;Femenino
479914;Perez;Caro;Trujillo;25;1;Masculino
568190;Perez;Lorena;Cartago;18;9;Masculino
629256;Martinez;Caro;Trujillo;26;8;Femenino
547294;Cobo;Luis;Palmira;19;9;Masculino
268562;Castro;Ana;Trujillo;23;7;Femenino
489903;Hernandez;Juan;Buga;23;10;Femenino
881247;Rios;Ana;Zarzal;23;8;Masculino
913509;Garcia;Juan;Darien;27;10;Femenino
247682;Rios;Pablo;Buga;26;5;Femenino
762656;Garcia;Lorena;Tulua;18;6;Femenino
914993;Arias;Juan;Palmira;19;7;Femenino
727805;Arias;Pepe;Cartago;21;2;Femenino
775008;Perez;Lorena;Cali;21;10;Femenino
119822;Hernandez;Lucia;Tulua;21;5;Femenino
440934;Mena;Ana;Tulua;26;3;Masculino
207551;Hernandez;Pepe;Trujillo;23;6;Masculino
363327;Rios;Lorena;Darien;23;8;Masculino
104805;Serna;Caro;Cali;19;10;Masculino
226035;Castro;Camilo;Darien;27;7;Masculino
644840;Serna;Caro;Cali;27;4;Femenino
575022;Martinez;Camilo;Buga;23;1;Masculino
206009;Mena;Pablo;Zarzal;20;4;Femenino
459768;Cobo;Camilo;Buga;23;2;Masculino
918457;Hernandez;Camilo;Darien;27;6;Masculino
101560;Hernandez;Sandra;Cali;18;2;Femenino
870506;Serna;Juan;Buga;27;1;Masculino
879137;Mena;Pablo;Palmira;19;1;Masculino
892866;Arias;Sandra;Buga;18;1;Masculino
764273;Garcia;Ana;Darien;26;8;Masculino
792199;Rios;Caro;Cartago;18;10;Femenino
413060;Serna;Caro;Zarzal;25;4;Masculino
862223;Mena;Pablo;Cartago;25;6;Femenino
478479;Cobo;Camilo;Trujillo;23;9;Masculino
464993;Arias;Camilo;Zarzal;26;9;Femenino
52650;Garcia;Camilo;Cartago;19;4;Femenino
57731;Mena;Luis;Zarzal;27;7;Masculino
59856;Mena;Juan;Darien;23;1;Masculino
367438;Martinez;Ana;Buga;24;9;Masculino
631537;Castro;Luis;Cartago;19;1;Masculino
378303;Castro;Sandra;Palmira;24;4;Masculino
120185;Martinez;Juan;Buga;22;9;Masculino
302581;Martinez;Pablo;Zarzal;19;3;Femenino
209111;Mena;Camilo;Cali;27;2;Femenino
927316;Castro;Pepe;Tulua;20;4;Femenino
198973;Serna;Sandra;Trujillo;25;10;Masculino
355201;Mena;Ana;Trujillo;25;1;Masculino
789637;Serna;Lorena;Palmira;26;4;Masculino
642347;Garcia;Pablo;Tulua;19;1;Femenino
708130;Mena;Lorena;Trujillo;25;6;Femenino
648343;Garcia;Juan;Buga;27;10;Masculino
181471;Rios;Juan;Tulua;25;2;Masculino
290150;Garcia;Juan;Cartago;22;10;Masculino
228796;Arias;Sandra;Buga;25;7;Femenino
582056;Cobo;Camilo;Palmira;19;5;Masculino
903144;Serna;Pablo;Zarzal;23;4;Femenino
365717;Arias;Pepe;Darien;24;2;Femenino
192586;Hernandez;Caro;Cartago;24;6;Masculino
519428;Rios;Lucia;Palmira;19;3;Femenino
176869;Garcia;Pablo;Darien;27;8;Femenino
982119;Arias;Lorena;Trujillo;21;6;Masculino
3898;Martinez;Lucia;Cali;26;10;Masculino
948545;Perez;Luis;Palmira;26;7;Femenino
215075;Serna;Lucia;Palmira;26;7;Femenino
666941;Martinez;Sandra;Tulua;26;8;Femenino
215652;Serna;Juan;Tulua;21;6;Masculino
993663;Martinez;Lucia;Trujillo;24;8;Masculino
201846;Hernandez;Pablo;Trujillo;27;4;Masculino
91449;Serna;Lorena;Cali;27;1;Masculino
457679;Mena;Caro;Palmira;19;3;Masculino
774921;Arias;Juan;Trujillo;22;5;Masculino
598701;Arias;Luis;Tulua;26;10;Femenino
150260;Castro;Pablo;Trujillo;26;8;Masculino
435198;Martinez;Luis;Cartago;26;8;Femenino
523096;Cobo;Pepe;Cartago;18;6;Masculino
662916;Garcia;Sandra;Darien;21;7;Masculino
482108;Martinez;Caro;Cartago;22;7;Masculino
464187;Serna;Lucia;Palmira;23;10;Masculino
544416;Cobo;Luis;Zarzal;22;5;Femenino
356646;Cobo;Caro;Trujillo;25;3;Masculino
476421;Arias;Ana;Zarzal;26;2;Femenino
691158;Perez;Ana;Cartago;19;2;Masculino
100150;Perez;Juan;Darien;22;2;Femenino
146401;Rios;Pepe;Palmira;23;9;Femenino
45777;Martinez;Ana;Zarzal;26;6;Masculino
356729;Cobo;Caro;Trujillo;20;2;Masculino
16683;Martinez;Pepe;Tulua;21;2;Femenino
544931;Castro;Lorena;Palmira;18;9;Femenino
960875;Cobo;Ana;Darien;27;3;Masculino
205569;Castro;Pepe;Cartago;25;8;Masculino
374015;Martinez;Pepe;Palmira;27;10;Masculino
631426;Perez;Pepe;Buga;23;1;Masculino
342567;Serna;Ana;Tulua;25;8;Femenino
419697;Garcia;Caro;Zarzal;25;9;Masculino
934071;Hernandez;Ana;Cartago;24;1;Femenino
200900;Hernandez;Ana;Darien;27;4;Masculino
984537;Perez;Ana;Buga;25;8;Femenino
257780;Hernandez;Lucia;Palmira;23;8;Masculino
64974;Serna;Pablo;Palmira;21;8;Femenino
639994;Garcia;Juan;Tulua;21;2;Masculino
540614;Rios;Pablo;Zarzal;19;8;Masculino
920002;Castro;Pepe;Palmira;27;8;Masculino
793392;Perez;Luis;Darien;20;3;Masculino
103914;Castro;Sandra;Darien;20;4;Masculino
252266;Rios;Camilo;Tulua;23;2;Masculino
26214;Arias;Pepe;Cali;18;1;Masculino
274279;Martinez;Camilo;Cartago;25;9;Femenino
78034;Martinez;Pablo;Cartago;25;7;Femenino
814723;Cobo;Juan;Palmira;25;4;Masculino
494523;Mena;Lorena;Cartago;26;10;Masculino
405840;Castro;Pablo;Darien;18;4;Masculino
947735;Hernandez;Luis;Buga;24;4;Masculino
184213;Perez;Ana;Darien;24;8;Masculino
538108;Perez;Camilo;Cartago;18;2;Femenino
537262;Hernandez;Lucia;Cartago;26;4;Masculino
771334;Martinez;Pablo;Zarzal;19;4;Femenino
614218;Hernandez;Juan;Cartago;24;6;Masculino
959989;Castro;Juan;Cali;23;9;Femenino
217706;Mena;Sandra;Buga;19;2;Femenino
53488;Garcia;Caro;Palmira;27;1;Femenino
975201;Castro;Lorena;Cali;22;3;Masculino
918631;Hernandez;Ana;Zarzal;25;1;Masculino
717330;Mena;Sandra;Tulua;18;1;Masculino
950272;Hernandez;Pepe;Cali;21;7;Masculino
460141;Mena;Sandra;Darien;20;9;Femenino
861679;Garcia;Ana;Buga;25;8;Femenino
614552;Castro;Lorena;Trujillo;27;5;Femenino
2130;Mena;Pepe;Tulua;20;3;Femenino
107294;Garcia;Ana;Palmira;26;2;Femenino
380781;Serna;Juan;Cartago;22;7;Femenino
88488;Arias;Sandra;Palmira;25;9;Masculino
187239;Garcia;Juan;Buga;22;2;Masculino
181972;Cobo;Pepe;Buga;20;7;Masculino
327373;Serna;Camilo;Tulua;22;3;Femenino
681511;Castro;Pablo;Tulua;23;2;Femenino
815308;Arias;Sandra;Cali;25;4;Masculino
350704;Castro;Juan;Cali;22;8;Masculino
647474;Castro;Ana;Darien;26;10;Femenino
204061;Rios;Pepe;Cartago;20;4;Masculino
540668;Arias;Pablo;Cartago;23;8;Femenino
754022;Castro;Sandra;Cali;18;4;Masculino
42931;Perez;Juan;Tulua;22;7;Femenino
142346;Garcia;Lorena;Palmira;27;8;Masculino
563532;Serna;Lucia;Buga;19;9;Masculino
538201;Hernandez;Caro;Trujillo;26;4;Masculino
747235;Perez;Ana;Zarzal;24;7;Femenino
399272;Garcia;Pablo;Cartago;19;7;Masculino
909573;Serna;Lorena;Cartago;21;9;Masculino
141640;Rios;Luis;Palmira;22;3;Masculino
415939;Arias;Ana;Tulua;20;1;Masculino
449948;Hernandez;Camilo;Tulua;18;9;Femenino
530558;Martinez;Lucia;Trujillo;21;1;Masculino
648169;Garcia;Caro;Darien;27;10;Masculino
374879;Rios;Juan;Cartago;26;1;Masculino
25311;Castro;Juan;Tulua;19;8;Femenino
852501;Rios;Juan;Palmira;21;3;Femenino
817418;Mena;Sandra;Palmira;21;2;Femenino
243791;Rios;Pablo;Darien;27;7;Masculino
250908;Castro;Caro;Palmira;24;2;Femenino
312893;Garcia;Sandra;Palmira;27;2;Femenino
981489;Perez;Lucia;Zarzal;25;8;Femenino
258613;Perez;Luis;Buga;24;7;Femenino
762585;Castro;Luis;Tulua;18;5;Masculino
374818;Perez;Camilo;Darien;24;3;Femenino
857525;Hernandez;Sandra;Tulua;24;4;Masculino
452649;Castro;Juan;Buga;18;7;Masculino
696840;Castro;Camilo;Darien;24;9;Femenino
483324;Arias;Lucia;Trujillo;22;1;Masculino
467369;Perez;Pepe;Zarzal;19;2;Femenino
